,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1457,"(7, 2)","(10, 2)",,,,,,,,,,,,,,,,,,,
1458,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1459,"(7, 2)","(10, 1)",,,,,,,,,,,,,,,,,,,
1460,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1461,"(0, 4)","(12, 1)",,,,,,,,,,,,,,,,,,,
1462,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1463,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1464,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1465,"(12, 1)",,,,,,,,,,,,,,,,,,,,
1466,"(4, 2)","(6, 1)","(10, 2)",,,,,,,,,,,,,,,,,,
1467,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1468,"(1, 1)","(6, 1)","(7, 7)","(10, 4)","(12, 4)","(17, 2)","(28, 1)","(91, 2)",,,,,,,,,,,,,
1469,"(6, 1)","(7, 1)","(15, 1)","(28, 1)","(30, 5)",,,,,,,,,,,,,,,,
1470,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1471,"(7, 1)","(31, 1)",,,,,,,,,,,,,,,,,,,
1472,"(6, 1)","(10, 2)","(13, 1)",,,,,,,,,,,,,,,,,,
1473,"(1, 3)","(4, 1)","(10, 1)","(28, 3)",,,,,,,,,,,,,,,,,
1474,"(6, 1)","(7, 14)","(10, 4)","(13, 1)","(14, 1)","(17, 1)",,,,,,,,,,,,,,,
1475,"(4, 1)",,,,,,,,,,,,,,,,,,,,
1476,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1477,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1478,"(6, 3)","(7, 9)","(10, 3)","(12, 4)","(13, 33)","(14, 1)","(17, 3)",,,,,,,,,,,,,,
1479,"(7, 2)","(10, 1)","(20, 1)",,,,,,,,,,,,,,,,,,
1480,"(20, 1)",,,,,,,,,,,,,,,,,,,,
1481,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1482,"(4, 2)","(17, 1)",,,,,,,,,,,,,,,,,,,
1483,"(0, 6)","(1, 5)","(4, 1)","(6, 1)","(10, 1)","(20, 2)","(24, 1)",,,,,,,,,,,,,,
1484,"(20, 1)",,,,,,,,,,,,,,,,,,,,
1485,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1486,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1487,"(4, 1)","(7, 1)","(10, 1)","(81, 1)",,,,,,,,,,,,,,,,,
1488,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1489,"(6, 2)","(10, 1)",,,,,,,,,,,,,,,,,,,
1490,"(7, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
1491,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1492,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1493,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1494,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1495,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1496,"(4, 1)",,,,,,,,,,,,,,,,,,,,
1497,"(6, 1)",,,,,,,,,,,,,,,,,,,,
1498,"(4, 1)","(7, 1)",,,,,,,,,,,,,,,,,,,
1499,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1500,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1501,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1502,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1503,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1504,"(0, 1)","(4, 2)","(10, 4)","(17, 1)",,,,,,,,,,,,,,,,,
1505,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1506,"(10, 2)","(12, 2)",,,,,,,,,,,,,,,,,,,
1507,"(0, 1)","(1, 1)","(6, 2)",,,,,,,,,,,,,,,,,,
1508,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1509,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1510,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1511,"(6, 4)","(8, 2)","(10, 7)",,,,,,,,,,,,,,,,,,
1512,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1513,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1514,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1515,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1516,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1517,"(20, 2)",,,,,,,,,,,,,,,,,,,,
1518,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1519,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1520,"(7, 1)","(10, 1)","(17, 1)",,,,,,,,,,,,,,,,,,
1521,"(10, 4)","(28, 1)",,,,,,,,,,,,,,,,,,,
1522,"(6, 1)",,,,,,,,,,,,,,,,,,,,
1523,"(6, 2)","(10, 1)",,,,,,,,,,,,,,,,,,,
1524,"(24, 1)",,,,,,,,,,,,,,,,,,,,
1525,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1526,"(4, 1)","(6, 6)","(7, 1)","(17, 1)",,,,,,,,,,,,,,,,,
1527,"(4, 1)","(6, 1)","(10, 2)",,,,,,,,,,,,,,,,,,
1528,"(10, 1)","(12, 4)","(22, 1)",,,,,,,,,,,,,,,,,,
1529,"(6, 5)","(12, 7)",,,,,,,,,,,,,,,,,,,
1530,"(6, 8)","(7, 2)","(10, 1)","(12, 2)","(15, 3)","(34, 1)",,,,,,,,,,,,,,,
1531,"(0, 2)","(28, 1)",,,,,,,,,,,,,,,,,,,
1532,"(12, 1)","(17, 1)",,,,,,,,,,,,,,,,,,,
1533,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1534,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1535,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1536,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1537,"(6, 2)",,,,,,,,,,,,,,,,,,,,
1538,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1539,"(10, 3)",,,,,,,,,,,,,,,,,,,,
1540,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1541,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1542,"(7, 1)","(20, 2)",,,,,,,,,,,,,,,,,,,
1543,"(0, 4)","(4, 1)","(7, 2)","(10, 1)","(17, 1)","(44, 1)",,,,,,,,,,,,,,,
1544,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1545,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1546,"(14, 1)",,,,,,,,,,,,,,,,,,,,
1547,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1548,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1549,"(6, 1)","(10, 3)",,,,,,,,,,,,,,,,,,,
1550,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1551,"(17, 1)",,,,,,,,,,,,,,,,,,,,
1552,"(4, 1)","(12, 1)","(34, 1)",,,,,,,,,,,,,,,,,,
1553,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1554,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1555,"(7, 2)","(10, 5)","(12, 3)",,,,,,,,,,,,,,,,,,
1556,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1557,"(30, 1)",,,,,,,,,,,,,,,,,,,,
1558,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1559,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1560,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1561,"(4, 1)","(7, 6)","(28, 2)",,,,,,,,,,,,,,,,,,
1562,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1563,"(7, 1)","(17, 1)",,,,,,,,,,,,,,,,,,,
1564,"(4, 1)","(10, 2)","(20, 1)",,,,,,,,,,,,,,,,,,
1565,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1566,"(10, 1)","(13, 4)","(28, 1)",,,,,,,,,,,,,,,,,,
1567,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1568,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1569,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1570,"(10, 1)","(12, 1)",,,,,,,,,,,,,,,,,,,
1571,"(6, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
1572,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1573,"(6, 2)","(12, 1)",,,,,,,,,,,,,,,,,,,
1574,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1575,"(0, 1)","(4, 1)","(7, 3)","(10, 1)","(19, 1)",,,,,,,,,,,,,,,,
1576,"(7, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
1577,"(1, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
1578,"(4, 2)","(7, 1)","(10, 1)","(12, 4)",,,,,,,,,,,,,,,,,
1579,"(4, 2)","(7, 4)",,,,,,,,,,,,,,,,,,,
1580,"(4, 1)","(6, 2)","(7, 1)","(10, 2)","(12, 1)","(17, 1)","(20, 2)","(34, 1)",,,,,,,,,,,,,
1581,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1582,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1583,"(6, 1)","(7, 3)","(10, 2)","(13, 2)","(14, 2)","(17, 1)","(58, 1)","(116, 1)",,,,,,,,,,,,,
1584,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1585,"(9, 1)","(10, 2)",,,,,,,,,,,,,,,,,,,
1586,"(6, 3)","(10, 1)","(22, 1)",,,,,,,,,,,,,,,,,,
1587,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1588,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1589,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1590,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1591,"(17, 1)",,,,,,,,,,,,,,,,,,,,
1592,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1593,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1594,"(10, 2)","(32, 1)",,,,,,,,,,,,,,,,,,,
1595,"(7, 1)",,,,,,,,,,,,,,,,,,,,
1596,"(21, 1)",,,,,,,,,,,,,,,,,,,,
1597,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1598,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1599,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1600,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1601,"(4, 1)",,,,,,,,,,,,,,,,,,,,
1602,"(4, 1)","(10, 2)",,,,,,,,,,,,,,,,,,,
1603,"(12, 1)","(17, 1)",,,,,,,,,,,,,,,,,,,
1604,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1605,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1606,"(6, 3)","(20, 1)",,,,,,,,,,,,,,,,,,,
1607,"(6, 5)","(10, 1)","(17, 1)",,,,,,,,,,,,,,,,,,
1608,"(7, 1)",,,,,,,,,,,,,,,,,,,,
1609,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1610,"(73, 1)",,,,,,,,,,,,,,,,,,,,
1611,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1612,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1613,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1614,"(4, 1)",,,,,,,,,,,,,,,,,,,,
1615,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1616,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1617,"(6, 3)",,,,,,,,,,,,,,,,,,,,
1618,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1619,"(6, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
1620,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1621,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1622,"(9, 1)",,,,,,,,,,,,,,,,,,,,
1623,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1624,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1625,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1626,"(14, 2)","(17, 1)",,,,,,,,,,,,,,,,,,,
1627,"(1, 1)","(6, 1)","(17, 1)",,,,,,,,,,,,,,,,,,
1628,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1629,"(10, 3)",,,,,,,,,,,,,,,,,,,,
1630,"(10, 5)",,,,,,,,,,,,,,,,,,,,
1631,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1632,"(4, 1)","(7, 1)","(20, 1)",,,,,,,,,,,,,,,,,,
1633,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1634,"(30, 3)",,,,,,,,,,,,,,,,,,,,
1635,"(7, 1)",,,,,,,,,,,,,,,,,,,,
1636,"(28, 1)","(117, 1)",,,,,,,,,,,,,,,,,,,
1637,"(4, 1)",,,,,,,,,,,,,,,,,,,,
1638,"(6, 2)","(10, 3)",,,,,,,,,,,,,,,,,,,
1639,"(4, 6)","(7, 1)","(10, 32)","(22, 12)",,,,,,,,,,,,,,,,,
1640,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1641,"(6, 1)","(10, 2)",,,,,,,,,,,,,,,,,,,
1642,"(4, 1)","(7, 2)","(10, 2)","(13, 12)","(14, 1)","(17, 2)","(46, 1)",,,,,,,,,,,,,,
1643,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1644,"(7, 4)","(9, 1)","(10, 9)","(12, 18)","(14, 2)","(31, 1)","(58, 1)",,,,,,,,,,,,,,
1645,"(1, 1)","(4, 1)",,,,,,,,,,,,,,,,,,,
1646,"(4, 1)","(17, 1)",,,,,,,,,,,,,,,,,,,
1647,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1648,"(6, 1)","(10, 2)",,,,,,,,,,,,,,,,,,,
1649,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1650,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1651,"(31, 1)",,,,,,,,,,,,,,,,,,,,
1652,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1653,"(4, 1)","(20, 1)",,,,,,,,,,,,,,,,,,,
1654,"(58, 1)",,,,,,,,,,,,,,,,,,,,
1655,"(10, 3)","(22, 1)",,,,,,,,,,,,,,,,,,,
1656,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1657,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1658,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1659,"(6, 1)",,,,,,,,,,,,,,,,,,,,
1660,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1661,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1662,"(0, 6)","(6, 1)","(7, 1)","(19, 4)",,,,,,,,,,,,,,,,,
1663,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1664,"(6, 1)",,,,,,,,,,,,,,,,,,,,
1665,"(4, 1)",,,,,,,,,,,,,,,,,,,,
1666,"(10, 1)","(12, 1)",,,,,,,,,,,,,,,,,,,
1667,"(1, 1)","(20, 1)",,,,,,,,,,,,,,,,,,,
1668,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1669,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1670,"(6, 2)","(10, 2)","(28, 3)",,,,,,,,,,,,,,,,,,
1671,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1672,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1673,"(20, 2)",,,,,,,,,,,,,,,,,,,,
1674,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1675,"(7, 1)","(17, 2)","(30, 1)",,,,,,,,,,,,,,,,,,
1676,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1677,"(4, 1)","(6, 1)","(7, 3)","(10, 4)","(12, 1)","(28, 1)","(69, 2)",,,,,,,,,,,,,,
1678,"(4, 1)","(7, 4)","(10, 3)",,,,,,,,,,,,,,,,,,
1679,"(10, 1)","(13, 1)","(17, 1)","(20, 1)",,,,,,,,,,,,,,,,,
1680,"(6, 1)","(17, 1)",,,,,,,,,,,,,,,,,,,
1681,"(6, 1)","(7, 1)","(17, 1)",,,,,,,,,,,,,,,,,,
1682,"(12, 1)",,,,,,,,,,,,,,,,,,,,
1683,"(4, 4)","(6, 1)","(7, 3)","(10, 2)","(12, 3)","(17, 1)","(20, 1)","(21, 2)","(22, 1)",,,,,,,,,,,,
1684,"(1, 1)","(4, 1)","(10, 3)",,,,,,,,,,,,,,,,,,
1685,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1686,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1687,"(4, 3)","(10, 2)","(20, 2)",,,,,,,,,,,,,,,,,,
1688,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1689,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1690,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1691,"(1, 4)","(10, 3)","(17, 2)","(43, 3)",,,,,,,,,,,,,,,,,
1692,"(4, 5)","(6, 3)","(7, 1)","(10, 3)",,,,,,,,,,,,,,,,,
1693,"(4, 2)","(7, 5)","(10, 8)","(12, 1)","(13, 1)","(17, 3)","(20, 9)","(73, 1)",,,,,,,,,,,,,
1694,"(4, 1)","(7, 2)","(12, 2)","(14, 1)",,,,,,,,,,,,,,,,,
1695,"(1, 2)","(12, 2)",,,,,,,,,,,,,,,,,,,
1696,"(4, 1)","(7, 1)",,,,,,,,,,,,,,,,,,,
1697,"(6, 9)","(7, 1)",,,,,,,,,,,,,,,,,,,
1698,"(4, 3)","(7, 3)","(20, 2)",,,,,,,,,,,,,,,,,,
1699,"(4, 1)",,,,,,,,,,,,,,,,,,,,
1700,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1701,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1702,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1703,"(4, 1)","(6, 1)","(7, 2)","(17, 1)","(20, 2)",,,,,,,,,,,,,,,,
1704,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1705,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1706,"(6, 1)",,,,,,,,,,,,,,,,,,,,
1707,"(6, 3)","(20, 1)","(30, 1)",,,,,,,,,,,,,,,,,,
1708,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1709,"(12, 1)",,,,,,,,,,,,,,,,,,,,
1710,"(6, 2)","(7, 1)","(10, 2)",,,,,,,,,,,,,,,,,,
1711,"(4, 1)","(10, 6)","(34, 4)",,,,,,,,,,,,,,,,,,
1712,"(7, 3)","(10, 2)","(12, 6)","(17, 1)","(25, 1)",,,,,,,,,,,,,,,,
1713,"(7, 1)","(10, 1)","(76, 2)",,,,,,,,,,,,,,,,,,
1714,"(10, 4)",,,,,,,,,,,,,,,,,,,,
1715,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1716,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1717,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1718,"(17, 1)",,,,,,,,,,,,,,,,,,,,
1719,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1720,"(4, 1)","(14, 1)",,,,,,,,,,,,,,,,,,,
1721,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1722,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1723,"(12, 2)",,,,,,,,,,,,,,,,,,,,
1724,"(10, 1)","(17, 2)",,,,,,,,,,,,,,,,,,,
1725,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1726,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1727,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1728,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1729,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1730,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1731,"(4, 1)","(10, 2)",,,,,,,,,,,,,,,,,,,
1732,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1733,"(10, 3)",,,,,,,,,,,,,,,,,,,,
1734,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1735,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1736,"(6, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
1737,"(20, 1)",,,,,,,,,,,,,,,,,,,,
1738,"(0, 1)","(10, 1)","(52, 1)",,,,,,,,,,,,,,,,,,
1739,"(20, 2)",,,,,,,,,,,,,,,,,,,,
1740,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1741,"(4, 1)","(7, 1)","(17, 3)",,,,,,,,,,,,,,,,,,
1742,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1743,"(7, 1)","(59, 1)",,,,,,,,,,,,,,,,,,,
1744,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1745,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1746,"(7, 2)","(13, 1)","(17, 1)","(20, 1)",,,,,,,,,,,,,,,,,
1747,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1748,"(6, 3)","(7, 2)","(10, 6)","(22, 1)",,,,,,,,,,,,,,,,,
1749,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1750,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1751,"(10, 1)","(20, 2)",,,,,,,,,,,,,,,,,,,
1752,"(4, 2)",,,,,,,,,,,,,,,,,,,,
1753,"(4, 1)","(12, 1)",,,,,,,,,,,,,,,,,,,
1754,"(19, 1)","(22, 1)",,,,,,,,,,,,,,,,,,,
1755,"(1, 3)","(4, 1)","(6, 10)","(7, 2)","(10, 8)","(12, 4)","(17, 1)","(20, 3)",,,,,,,,,,,,,
1756,"(20, 1)",,,,,,,,,,,,,,,,,,,,
1757,"(6, 2)",,,,,,,,,,,,,,,,,,,,
1758,"(10, 5)","(22, 2)","(24, 2)",,,,,,,,,,,,,,,,,,
1759,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1760,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1761,"(7, 1)",,,,,,,,,,,,,,,,,,,,
1762,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1763,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1764,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1765,"(4, 1)","(6, 1)","(7, 1)","(15, 1)","(30, 3)","(84, 2)",,,,,,,,,,,,,,,
1766,"(10, 3)",,,,,,,,,,,,,,,,,,,,
1767,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1768,"(12, 1)",,,,,,,,,,,,,,,,,,,,
1769,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1770,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1771,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1772,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1773,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1774,"(12, 1)",,,,,,,,,,,,,,,,,,,,
1775,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1776,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1777,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1778,"(4, 1)","(6, 1)","(10, 3)",,,,,,,,,,,,,,,,,,
1779,"(6, 1)","(7, 1)","(12, 1)","(17, 1)","(41, 1)",,,,,,,,,,,,,,,,
1780,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1781,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1782,"(4, 1)","(6, 4)","(7, 2)","(10, 1)",,,,,,,,,,,,,,,,,
1783,"(1, 1)","(7, 2)","(10, 1)","(13, 5)","(20, 1)","(28, 2)",,,,,,,,,,,,,,,
1784,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1785,"(3, 1)","(4, 1)","(6, 1)","(7, 5)","(10, 3)","(13, 6)","(14, 2)","(15, 1)","(21, 3)",,,,,,,,,,,,
1786,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1787,"(6, 1)",,,,,,,,,,,,,,,,,,,,
1788,"(6, 2)","(10, 2)",,,,,,,,,,,,,,,,,,,
1789,"(1, 1)","(7, 1)","(10, 1)","(28, 1)",,,,,,,,,,,,,,,,,
1790,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1791,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1792,"(7, 1)",,,,,,,,,,,,,,,,,,,,
1793,"(7, 1)",,,,,,,,,,,,,,,,,,,,
1794,"(7, 1)","(12, 1)","(20, 5)",,,,,,,,,,,,,,,,,,
1795,"(6, 4)","(7, 1)","(10, 3)","(20, 2)",,,,,,,,,,,,,,,,,
1796,"(6, 1)","(30, 1)",,,,,,,,,,,,,,,,,,,
1797,"(10, 1)","(20, 4)",,,,,,,,,,,,,,,,,,,
1798,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1799,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1800,"(10, 1)","(12, 2)",,,,,,,,,,,,,,,,,,,
1801,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1802,"(6, 1)","(30, 1)",,,,,,,,,,,,,,,,,,,
1803,"(10, 1)","(20, 4)",,,,,,,,,,,,,,,,,,,
1804,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1805,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1806,"(7, 2)","(10, 1)","(12, 4)","(17, 4)",,,,,,,,,,,,,,,,,
1807,"(10, 1)","(12, 1)",,,,,,,,,,,,,,,,,,,
1808,"(6, 1)","(12, 1)","(17, 1)","(20, 2)","(40, 1)",,,,,,,,,,,,,,,,
1809,"(12, 1)",,,,,,,,,,,,,,,,,,,,
1810,"(6, 3)","(7, 1)","(13, 6)",,,,,,,,,,,,,,,,,,
1811,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1812,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1813,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1814,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1815,"(4, 1)","(10, 1)","(17, 2)",,,,,,,,,,,,,,,,,,
1816,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1817,"(4, 1)","(10, 1)","(20, 1)",,,,,,,,,,,,,,,,,,
1818,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1819,"(6, 1)",,,,,,,,,,,,,,,,,,,,
1820,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1821,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1822,"(4, 1)","(6, 1)","(7, 1)","(10, 1)",,,,,,,,,,,,,,,,,
1823,"(6, 1)","(7, 1)","(12, 1)","(14, 3)","(20, 3)",,,,,,,,,,,,,,,,
1824,"(0, 1)","(6, 1)","(15, 1)","(28, 1)","(43, 1)",,,,,,,,,,,,,,,,
1825,"(10, 4)",,,,,,,,,,,,,,,,,,,,
1826,"(4, 1)","(7, 2)","(10, 3)","(17, 1)",,,,,,,,,,,,,,,,,
1827,"(6, 1)",,,,,,,,,,,,,,,,,,,,
1828,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1829,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1830,"(6, 1)",,,,,,,,,,,,,,,,,,,,
1831,"(28, 2)",,,,,,,,,,,,,,,,,,,,
1832,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1833,"(4, 1)","(6, 1)","(10, 1)","(58, 3)",,,,,,,,,,,,,,,,,
1834,"(6, 4)","(10, 1)","(20, 4)",,,,,,,,,,,,,,,,,,
1835,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1836,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1837,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1838,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1839,"(84, 1)",,,,,,,,,,,,,,,,,,,,
1840,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1841,"(12, 1)",,,,,,,,,,,,,,,,,,,,
1842,"(6, 1)",,,,,,,,,,,,,,,,,,,,
